Country,Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
Hungary,2019,10642.874656818,7.708246977,-0.0452557101106228
Hungary,2020,10666.03983171,8.070120898,-0.215067837129585
Hungary,2021,10710.843678738,8.070120898,-0.413751024472153
Iceland,2015,513502.084214342,0.379807039,1.04194038662969
Iceland,2016,506442.24324123,0.353308874,1.38808149583838
Iceland,2017,494715.276807748,0.394075282,2.34558267643862
Iceland,2018,481660.083978852,0.394075282,2.67814276922904
Iceland,2019,471209.122608614,0.394075282,2.19893225826166
Iceland,2020,463633.413241916,0.394075282,1.6230862512591
Iceland,2021,459043.838686595,0.394075282,1.6393166402584
India,2015,1444.514614874,66.492092832,1.18779532005068
India,2016,1427.497478516,66.492092832,1.18504622906796
India,2017,1411.09592079,66.492092832,1.15562449067646
India,2018,1395.833006118,66.492092832,1.08752772157855
India,2019,1381.594499159,66.492092832,1.02531077187097
India,2020,1368.460051694,66.492092832,0.95522085775158
India,2021,1357.593839072,66.492092832,0.797216093898126
Indonesia,2015,7791.441780307,28.784805589,1.1108549322781
Indonesia,2016,7709.370238284,29.696545285,1.05894205868913
Indonesia,2017,7632.169231494,29.696545285,1.00643952446092
Indonesia,2018,7558.781829012,29.696545285,0.966206435866139
Indonesia,2019,7488.235213514,29.696545285,0.937689273635294
Indonesia,2020,7425.568579064,29.696545285,0.840389268128048
Indonesia,2021,7374.160617547,29.696545285,0.694717688319757
Iraq,2015,2379.904789507,49.02247191,2.71497647013538
Iraq,2016,2322.087248927,54.087078652,2.45940250005547
Iraq,2017,2267.979924466,60.481741573,2.35769232939234
Iraq,2018,2213.807596321,47.140449438,2.41756068668666
Iraq,2019,2161.992054571,79.519662921,2.36838831392184
Iraq,2020,2111.52181273,63.258426966,2.36211183923937
Iraq,2021,2064.153125706,59.583848315,2.26888921028968
Ireland,2015,11145.022461507,5.792428617,0.944845307474728
Ireland,2016,11026.789160157,6.150679072,1.12883406399428
Ireland,2017,10897.23197734,6.508929526,1.08867556062
Ireland,2018,10756.008833993,20.042134832,1.23887545258946
Ireland,2019,10620.873816053,21.601123595,1.36762695363797
Ireland,2020,10513.293351818,21.685393258,1.02911050277336
Ireland,2021,10428.101648322,22.20505618,0.953878183519474
Israel,2015,222.283884493,98.869812786,1.98128897562083
Israel,2016,218.163750034,103.442325943,1.9603489624817
Israel,2017,214.218912714,103.614873609,1.93872567441099
Israel,2018,210.489396124,95.936502459,1.92662286520241
Israel,2019,206.786332446,100.422741782,1.90898263957994
Israel,2020,203.254608713,110.085411095,1.76367939210866
Israel,2021,199.998674166,131.998964714,1.68190551747412
Italy,2015,3176.004823676,29.923444063,-0.0963761331392095
Italy,2016,3182.042117862,29.842639097,-0.169884073301448
Italy,2017,3188.11909173,29.761834131,-0.14986111697397
Italy,2018,3194.860166415,29.681029166,-0.190063640113791
Italy,2019,3202.856579732,29.82201075,-1.15302842389952
Italy,2020,3215.094764036,29.645783769,-0.487095091717782
Italy,2021,3229.219067976,29.645783769,-0.515599998844444
Jamaica,2015,3873.040979515,7.668853368,0.354975145947794
Jamaica,2016,3861.640314055,12.473436201,0.294793625837463
Jamaica,2017,3853.828689606,12.343960016,0.202492605820257
Jamaica,2018,3849.087873222,12.214483831,0.123091479545611
Jamaica,2019,3846.436795008,12.085007646,0.0688992221522009
Jamaica,2020,3837.349970005,11.046430785,0.236519557799568
Jamaica,2021,3827.499076103,12.382818879,0.257040921915097
Japan,2015,3379.150076644,36.74364532,-0.106124993746747
Japan,2016,3385.990552283,36.643678161,-0.0511374152133631
Japan,2017,3394.849265219,36.459770115,-0.081874296046114
Japan,2018,3405.782349946,36.367816092,-0.126880068088791
Japan,2019,3418.350166363,36.045977011,-0.140464977878172
Japan,2020,3433.277340838,36.045977011,-0.294194617750067
Japan,2021,3450.696330457,36.045977011,-0.459952415807642
Jordan,2015,98.691354743,96.156827999,9.21991788769051
Jordan,2016,94.03234793,100.077527965,4.83585013508326
Jordan,2017,91.724430053,100.443016945,2.48500934190509
Jordan,2018,89.580506058,102.226160151,2.36510265786667
Jordan,2019,87.580873272,104.312769964,2.25750975365016
Jordan,2020,85.737388666,106.049396389,2.12736281777905
Jordan,2021,84.048854899,102.51633625,1.98907685592122
Kazakhstan,2015,6078.187548501,30.041608877,1.46148468519161
Kazakhstan,2016,5996.608246246,30.0,1.42204614032925
Kazakhstan,2017,5919.252032808,31.137309293,1.36038126908993
Kazakhstan,2018,5847.956686389,32.651872399,1.31452298457883
Kazakhstan,2019,5780.553941404,32.615811373,1.28960848954226
Kazakhstan,2020,5712.029715832,34.098474341,1.29863532544565
Kazakhstan,2021,5647.393934248,34.098474341,2.29640758923114
Kenya,2015,655.262005766,26.545754328,2.20032211952888
Kenya,2016,640.989905557,33.239901072,2.20214556198549
Kenya,2017,627.194452774,33.239901072,2.17570842690355
Kenya,2018,614.573962915,33.239901072,2.03273400450275
Kenya,2019,602.534373408,33.239901072,1.97845694844255
Kenya,2020,590.546107032,33.239901072,2.00970011079671
Kenya,2021,579.183933234,33.239901072,1.94276128252757
Kuwait,2015,5.116734459,3399.0,3.83756936489801
Kuwait,2016,4.940607719,3575.0,3.50280908539676
Kuwait,2017,4.848597689,3850.5,1.87988170001332
Kuwait,2018,4.632648358,3850.5,4.55608227002645
Kuwait,2019,4.5033888,3850.5,2.82985240186539
Kuwait,2020,4.586688879,3850.5,-1.83282064689651
Kuwait,2021,4.705756128,3850.5,-2.5628080932518
Latvia,2015,17540.55689009,1.041249263,-0.818626340945853
Latvia,2016,17704.801071814,1.095214302,-0.913885332226604
Latvia,2017,17873.384412813,1.067280854,-0.886215573292392
Latvia,2018,18050.970485062,1.080430171,-0.779138396192231
Latvia,2019,18230.627349593,1.052616382,-0.695239140136066
Latvia,2020,18418.050743997,1.067831467,-0.701211570733301
Latvia,2021,18645.416370718,1.067831467,-0.843294678005026
Lebanon,2015,703.710302019,58.792991564,1.96637326864653
Lebanon,2016,719.487797548,58.792991564,-2.2172797902348
Lebanon,2017,737.07877822,58.792991564,-2.4155210315248
Lebanon,2018,756.700021627,58.792991564,-2.62721254105458
Lebanon,2019,778.80879094,58.792991564,-2.87986589552119
Lebanon,2020,795.172387122,58.792991564,-2.07933690590844
Lebanon,2021,805.166655909,58.792991564,-1.24903516691702
Lesotho,2015,1426.466860607,2.565905097,1.10491438799432
Lesotho,2016,1409.599080542,2.565905097,1.18953362244047
Lesotho,2017,1392.230872604,2.565905097,1.2397919001165
Lesotho,2018,1374.875626531,2.565905097,1.25441313204544
Lesotho,2019,1357.77386191,2.565905097,1.25167812193172
Lesotho,2020,1340.668115878,2.565905097,1.26784087310275
Lesotho,2021,1324.593877413,2.565905097,1.2062178802275
Liberia,2015,50299.967760322,0.264311594,2.03541363752766
Liberia,2016,49297.751406314,0.264311594,2.01259665687601
Liberia,2017,48367.281118769,0.264311594,1.90548944068251
Liberia,2018,47449.672157535,0.264311594,1.91539593694733
Liberia,2019,46536.920928757,0.264311594,1.94236198013985
Liberia,2020,45601.212677766,0.264311594,2.03116860337744
Liberia,2021,44671.946171845,0.264311594,2.05886078022756
Libya,2015,113.044805309,817.142857143,1.53739411600028
Libya,2016,111.426004537,817.142857143,1.4423513120791
Libya,2017,109.74778235,817.142857143,1.5175888785251
Libya,2018,108.061495636,817.142857143,1.54843762620192
Libya,2019,106.559692913,817.142857143,1.39951441440416
Libya,2020,105.200796761,817.142857143,1.28344509210842
Libya,2021,103.930395142,817.142857143,1.21494764533037
Lithuania,2015,8266.512358436,2.752703677,-0.940753796646208
Lithuania,2016,8351.305684035,2.219899063,-1.27069453298857
Lithuania,2017,8435.331990566,1.867339582,-1.39832220092102
Lithuania,2018,8518.396955907,1.834102379,-0.954190459209969
Lithuania,2019,8599.258077072,1.834102379,-0.264704354944785
Lithuania,2020,8687.120758425,1.834102379,0.0267667582795671
Lithuania,2021,8791.915456941,1.834102379,0.212805429536827
Luxembourg,2015,6146.734854445,3.714759536,2.35995118136865
Luxembourg,2016,5999.818291217,3.68159204,2.15531198799205
Luxembourg,2017,5869.696100677,3.781094527,2.43097641776115
Luxembourg,2018,5757.402786254,4.328358209,1.92883751398765
Luxembourg,2019,5645.407138698,4.087893864,1.9628449198635
Luxembourg,2020,5552.039264022,3.963515755,1.66635867423273
Luxembourg,2021,5474.558164052,3.963515755,1.51834936706612
Madagascar,2015,13560.870522579,11.261506276,2.58818714317603
Madagascar,2016,13214.680404131,11.261506276,2.58601148442291
Madagascar,2017,12877.565835887,11.261506276,2.58416485189804
Madagascar,2018,12552.827569108,11.261506276,2.55407704067255
Madagascar,2019,12239.798055681,11.261506276,2.52531662828285
Madagascar,2020,11939.694833446,11.261506276,2.48242289292055
Madagascar,2021,11654.587223052,11.261506276,2.41686937370051
Malawi,2015,1020.134551497,17.504838085,2.75911370133102
Malawi,2016,992.782562694,17.504838085,2.71781408401004
Malawi,2017,966.379878897,17.504838085,2.69546636843743
Malawi,2018,940.772543031,17.504838085,2.68556142714987
Malawi,2019,915.86851923,17.504838085,2.68285756018368
Malawi,2020,891.776105778,17.504838085,2.66577178304392
Malawi,2021,868.78954991,17.504838085,2.61141776637435
Malaysia,2015,18668.226128738,3.192820513,1.49940972361564
Malaysia,2016,18397.269236232,3.36,1.4620698661924
Malaysia,2017,18138.714001455,3.439487179,1.41536933264598
Malaysia,2018,17901.637354742,3.439487179,1.31563682048248
Malaysia,2019,17680.759858091,3.439487179,1.24151463105699
Malaysia,2020,17469.883201481,3.439487179,1.19985962233223
Malaysia,2021,17275.337365,3.439487179,1.11985399101
Maldives,2015,68.873369423,15.666666667,4.42253409157761
Maldives,2016,66.042637126,15.666666667,4.19690422374828
Maldives,2017,63.499858184,15.666666667,3.92628779480377
Maldives,2018,61.254742138,15.666666667,3.59964034794787
Maldives,2019,59.463873715,15.666666667,2.96723053964137
Maldives,2020,58.316065298,15.666666667,1.94913457153784
Maldives,2021,57.531109948,15.666666667,1.35517739152214
Mali,2015,6625.109928517,8.00308642,3.14674716699948
Mali,2016,6417.075924596,8.00308642,3.1904414229907
Mali,2017,6213.960646469,8.00308642,3.21640725807966
Mali,2018,6019.775564708,8.00308642,3.17485008918529
Mali,2019,5834.469109987,8.00308642,3.12666991376831
Mali,2020,5653.965974433,8.00308642,3.14260365885334
Mali,2021,5478.205575416,8.00308642,3.15796436945004
Malta,2015,110.60517457,82.772277228,2.38639536345808
Malta,2016,107.974043468,82.97029703,2.28861544064371
Malta,2017,105.318698553,91.089108911,2.73866285589301
Malta,2018,102.728718881,84.62300297,3.49195540302534
Malta,2019,100.271029615,80.660965148,3.93135631850717
Malta,2020,97.990135013,81.597299802,2.21120767752363
Malta,2021,95.871270513,78.280071485,0.619810315667809
Mauritania,2015,2888.840459984,13.246217332,2.64595710222511
Mauritania,2016,2813.501847286,13.246217332,2.64252802228661
Mauritania,2017,2740.374734226,13.246217332,2.63352411058118
Mauritania,2018,2669.344128099,13.246217332,2.62618780349529
Mauritania,2019,2600.454532079,13.246217332,2.6146547551014
Mauritania,2020,2534.119473508,13.246217332,2.58400208033153
Mauritania,2021,2470.219767219,13.246217332,2.55391077109444
Mauritius,2015,2127.358479623,22.246455834,0.132404330287967
Mauritius,2016,2126.112228739,22.537259179,0.0687082325715694
Mauritius,2017,2124.749274179,22.173754998,0.0901672663767558
Mauritius,2018,2123.699513888,21.483097056,0.0545354541381391
Mauritius,2019,2122.228316589,21.628498728,0.0322330642925213
Mauritius,2020,2119.695367953,22.064703744,0.0022906802096937
Mauritius,2021,2117.921496018,21.95565249,0.0252729878913446
Mexico,2015,3844.264635533,32.131978934,1.16700884975484
Mexico,2016,3800.946024827,32.475955407,1.13323428792033
Mexico,2017,3760.100862869,32.949720167,1.08042073770937
Mexico,2018,3724.486894251,44.462684177,0.951668643927897
Mexico,2019,3692.583855829,44.718429693,0.860265089734684
Mexico,2020,3665.827179163,44.817024343,0.727243815691995
Mexico,2021,3645.377032777,45.015214606,0.559420832085433
Mongolia,2015,11737.92452582,3.154185022,2.11086627913691
Mongolia,2016,11486.835525349,3.395007342,2.16233694829923
Mongolia,2017,11240.201160841,3.395007342,2.17049015538793
Mongolia,2018,10998.767063497,3.395007342,2.17135597977155
Mongolia,2019,10765.894389051,3.395007342,2.13999709629328
Mongolia,2020,10563.588706067,3.395007342,1.8970150281402
Mongolia,2021,10394.942084042,3.395007342,1.60937103615911
Morocco,2015,836.205796359,50.751212019,1.25305827289905
Morocco,2016,826.039875964,50.751212019,1.22317023430594
Morocco,2017,816.254957517,50.751212019,1.1916294240897
Morocco,2018,807.180881526,50.751212019,1.1178970270223
Morocco,2019,798.801071209,50.751212019,1.04358412669917
Morocco,2020,790.432560675,50.751212019,1.05316017914606
Morocco,2021,782.164829424,50.751212019,1.05148431222073
Mozambique,2015,8087.695504486,1.751486326,3.04301971715626
Mozambique,2016,7838.537536142,1.751486326,3.12915549916881
Mozambique,2017,7599.028626426,1.751486326,3.1031851393148
Mozambique,2018,7378.36120718,1.751486326,2.94688715052533
Mozambique,2019,7168.42446054,1.751486326,2.88656653514774
Mozambique,2020,6963.189935134,1.751486326,2.90481965930954
Mozambique,2021,6768.074093546,1.751486326,2.84211234895462
Myanmar,2015,22682.797700697,5.801501397,0.802515042929721
Myanmar,2016,22504.280929738,5.801501397,0.790127200535222
Myanmar,2017,22333.850676196,5.801501397,0.760205959612812
Myanmar,2018,22173.692506898,5.801501397,0.719693108790769
Myanmar,2019,22017.257397086,5.801501397,0.70799909760206
Myanmar,2020,21859.417700902,5.801501397,0.71947282559554
Myanmar,2021,21707.092765609,5.801501397,0.699278204168444
Namibia,2015,17483.650968325,0.861552567,1.75460038083267
Namibia,2016,17177.76729484,0.861552567,1.76502653275581
Namibia,2017,16878.590030847,0.861552567,1.75699918544662
Namibia,2018,16589.903894117,0.861552567,1.72516455160384
Namibia,2019,16312.140221462,0.861552567,1.68846817343864
Namibia,2020,16033.920721482,0.861552567,1.72031062423917
Namibia,2021,15773.762119336,0.861552567,1.63585889002733
Nepal,2015,7613.094014648,8.311832662,0.538270619899636
Nepal,2016,7544.546021838,8.311832662,0.90447404681918
Nepal,2017,7458.284170278,8.311832662,1.14995372279388
Nepal,2018,7373.702024983,8.311832662,1.1405493652354
Nepal,2019,7290.38512656,8.311832662,1.13635160669166
Nepal,2020,7162.174911964,8.311832662,1.77426805557613
Nepal,2021,6998.504311089,8.311832662,2.31172371212952
New Zealand,2015,71232.673795743,8.04808476,2.0360339086492
New Zealand,2016,70050.198357741,8.04808476,2.24603210015584
New Zealand,2017,68896.4682027,8.04808476,2.08872272281936
New Zealand,2018,67582.565434184,8.04808476,1.79124016759035
New Zealand,2019,65940.261752591,8.04808476,1.59115889619722
New Zealand,2020,64610.038898405,8.04808476,2.20478869594563
New Zealand,2021,63746.082393858,8.04808476,0.413665247040229
Nicaragua,2015,26120.098472708,2.416392819,1.43794002440995
Nicaragua,2016,25749.56156723,2.367519666,1.42874739634574
Nicaragua,2017,25386.804663568,2.318646514,1.41880628469208
Nicaragua,2018,25032.587858647,2.269773362,1.40510472256985
Nicaragua,2019,24688.156707669,2.219818562,1.38548472522896
Nicaragua,2020,24352.06586248,2.220900209,1.37069568464204
Nicaragua,2021,24015.625045617,2.220900209,1.39120241997296
Niger,2015,1691.662869326,7.344283276,3.82885938381233
Niger,2016,1627.493464574,7.453924915,3.86709120542471
Niger,2017,1566.387072325,6.746113481,3.82693398223338
Niger,2018,1508.168159022,10.373340444,3.78759649907003
Niger,2019,1452.434807538,11.020937713,3.76544488542259
Niger,2020,1399.297491017,11.020937713,3.72710072523223
Niger,2021,1348.369494584,11.020937713,3.70742378461307
Nigeria,2015,1555.470414716,9.668217054,2.54118746244735
Nigeria,2016,1516.959005391,9.668217054,2.50703408562558
Nigeria,2017,1479.10105406,9.668217054,2.52731691971774
Nigeria,2018,1442.630319735,9.668217054,2.49664490408847
Nigeria,2019,1407.740661234,9.668217054,2.44820069834557
Nigeria,2020,1373.799092827,9.668217054,2.44060888477318
Nigeria,2021,1341.135078155,9.668217054,2.40636338101405
North Macedonia,2015,3036.107861527,20.832107131,-0.267729528193655
North Macedonia,2016,3032.893626943,25.261955469,-0.320367473371963
North Macedonia,2017,3030.333161457,38.69232817,-0.40242158713311
North Macedonia,2018,3028.16524887,52.122700871,-0.507220756968942
North Macedonia,2019,3027.184113338,38.70232333,-0.679308688552216
North Macedonia,2020,3031.635112398,38.335793804,-1.07910572041332
North Macedonia,2021,3042.794045632,37.969264279,-1.02945804668594
Norway,2015,75717.349638445,2.063368821,0.995084736958414
Norway,2016,75048.839034563,2.013604563,0.880969815359919
Norway,2017,74468.601157542,2.046106464,0.807673181884948
Norway,2018,73978.97717005,2.044449925,0.660090844249
Norway,2019,73481.581645236,2.042937874,0.675061373245644
Norway,2020,73050.513221678,2.041311754,0.588757324043059
Norway,2021,72737.085419435,2.009498099,0.534772281874925
Oman,2015,333.987312299,116.714285714,4.45160788841889
Oman,2016,318.321445543,116.714285714,4.80412978549779
Oman,2017,308.244166369,116.714285714,3.21694904054482
Oman,2018,304.271295242,116.714285714,1.29724948709333
Oman,2019,304.164798226,116.714285714,0.0350068045198641
Oman,2020,308.139346775,116.714285714,-1.29824513056146
Oman,2021,309.702241205,116.714285714,-0.5059218392323
Pakistan,2015,1169.838466259,120.790135574,1.29655172364692
Pakistan,2016,1155.837419197,122.550763757,1.20405567252781
Pakistan,2017,1140.587824673,122.673455616,1.32813543357738
Pakistan,2018,1123.189090262,118.238144899,1.5371724033626
Pakistan,2019,1105.272850128,108.649776087,1.6079813474837
Pakistan,2020,1086.283187486,116.305748114,1.73302782045863
Pakistan,2021,1066.541668674,162.069811668,1.83406208240793
Panama,2015,35203.567057584,0.930749777,1.74123543377264
Panama,2016,34598.205415544,0.90107111,1.73456002172234
Panama,2017,34009.242533623,0.90107111,1.71694872170027
Panama,2018,33444.290925766,0.90107111,1.67512297561619
Panama,2019,32912.68677945,0.90107111,1.60228973055272
Panama,2020,32438.554804913,0.90107111,1.4510521369147
Panama,2021,32014.5833386,0.90107111,1.3156150150044
Papua New Guinea,2015,92257.998975832,0.132242833,2.54320066295637
Papua New Guinea,2016,90008.404155489,0.132242833,2.46859434505795
Papua New Guinea,2017,87879.092411942,0.132242833,2.39411255967524
Papua New Guinea,2018,85859.203554593,0.132242833,2.325313321969
Papua New Guinea,2019,83940.39037626,0.132242833,2.26018781066996
Papua New Guinea,2020,82156.879638633,0.132242833,2.14763227357632
Papua New Guinea,2021,80507.067887359,0.132242833,2.02856054038959
Paraguay,2015,62766.775386657,1.835399711,1.4220035710818
Paraguay,2016,61878.701659508,1.835399711,1.42498352233719
Paraguay,2017,61014.217192172,1.835399711,1.40691381584073
Paraguay,2018,60181.632845635,1.835399711,1.37397022115058
Paraguay,2019,59382.611952847,1.835399711,1.33657480808218
Paraguay,2020,58587.077966276,1.835399711,1.34872957032065
Paraguay,2021,57843.321376432,1.835399711,1.27761600231743
Peru,2015,61207.6186977,5.626775943,1.17223066396866
Peru,2016,60380.090065201,6.069599374,1.36122543775229
Peru,2017,59477.016110431,6.512422805,1.50694618507609
Peru,2018,58371.732356757,6.955246237,1.87582164020533
Peru,2019,57267.569236622,7.181445604,1.90972560807882
Peru,2020,56442.3891891,7.181445604,1.45140240084226
Peru,2021,55754.819501113,7.181445604,1.22566025209601
Philippines,2015,4649.069727456,26.413940691,1.66983002094225
Philippines,2016,4567.330489536,26.630999694,1.77382446993613
Philippines,2017,4487.602837893,28.062146133,1.76102262001195
Philippines,2018,4411.947457924,28.174200792,1.70024776555145
Philippines,2019,4339.522658306,26.289976759,1.65518369204871
Philippines,2020,4269.505559257,26.743280092,1.62663290469171
Philippines,2021,4206.169831193,27.208915784,1.49455716704944
Poland,2015,1569.262337242,36.164762894,-0.0666411009657168
Poland,2016,1570.118929112,35.614399446,-0.04298513087435
Poland,2017,1570.090446552,34.890965732,0.0124800985844923
Poland,2018,1570.553263341,33.222568363,-0.0002001327828384
Poland,2019,1571.68979852,31.0971928,-0.0244271070993493
Poland,2020,1574.357858463,30.0,-0.175062058196296
Poland,2021,1579.315880039,32.076843198,-0.401728616642455
Portugal,2015,7467.125113418,17.304221642,-0.414141101993213
Portugal,2016,7490.743270453,17.170182841,-0.315459016997883
Portugal,2017,7509.073463769,12.379887482,-0.243889410358812
Portugal,2018,7521.986504157,12.315712276,-0.160104021146769
Portugal,2019,7521.922175705,12.315712276,0.0237334946497115
Portugal,2020,7515.882399551,12.315712276,0.10511412524675
Portugal,2021,7521.790598209,12.315712276,0.626850165433157
Puerto Rico,2015,2030.117217824,19.535610627,-1.75920825815177
Puerto Rico,2016,2068.318602632,19.535610627,-1.93497109034618
Puerto Rico,2017,2109.072934713,19.535610627,-2.4180176217623
Puerto Rico,2018,2139.02518898,19.535610627,-4.0483910336329
Puerto Rico,2019,2156.162662126,19.535610627,0.0106465459574109
Puerto Rico,2020,2170.215835607,19.535610627,2.71397643163413
Puerto Rico,2021,2180.570928751,19.535610627,-0.576507689869367
Qatar,2015,24.020810305,431.034482759,8.65116205432081
Qatar,2016,22.349244711,432.413793103,7.21280238660749
Qatar,2017,21.388362887,431.034482759,4.39455430208811
Qatar,2018,20.963360383,431.034482759,2.00708135491804
Qatar,2019,20.660899426,431.034482759,1.45331728352711
Qatar,2020,21.011561793,431.034482759,-1.68298503942558
Qatar,2021,21.575494702,431.034482759,-2.64853183197257
Romania,2015,10650.515352622,6.052804045,-0.470052227864654
Romania,2016,10708.754802296,5.967606029,-0.573660845379617
Romania,2017,10762.555566053,6.341166557,-0.578007015146885
Romania,2018,10813.094631587,6.00692819,-0.587493307403584
Romania,2019,10858.825485957,6.547139781,-0.526814821936341
Romania,2020,10904.720996842,6.924445277,-0.550759892541776
Romania,2021,10968.74262749,7.362606497,-0.746036478523061
Russian Federation,2015,31281.505457284,3.970886104,0.279352077762368
Russian Federation,2016,31186.48811391,4.120334892,0.258751057379474
Russian Federation,2017,31112.864199219,4.096168705,0.191382528772924
Russian Federation,2018,31070.193999624,4.122242749,0.0721356165400605
Russian Federation,2019,31051.008764882,4.122242749,0.037947213753429
Russian Federation,2020,31077.654226167,4.122242749,-0.143202031827637
Russian Federation,2021,31187.864076047,4.122242749,-0.343724409889771
Rwanda,2015,1142.321294784,16.573270926,2.38595568459796
Rwanda,2016,1114.752542956,17.396840612,2.44299698959529
Rwanda,2017,1087.459636237,18.220410297,2.47880785239257
Rwanda,2018,1061.299375158,19.043979983,2.43503841544025
Rwanda,2019,1036.226800596,20.198675497,2.39079436618151
Rwanda,2020,1011.68673128,20.198675497,2.3967070500013
Rwanda,2021,987.97434654,20.198675497,2.3717515483557
Sao Tome and Principe,2015,10839.084345976,1.808536099,1.81982389154769
Sao Tome and Principe,2016,10653.270260761,1.876146789,1.72916107570727
Sao Tome and Principe,2017,10478.955565383,1.876146789,1.64978976233713
Sao Tome and Principe,2018,10314.936785525,1.876146789,1.57759960331955
Sao Tome and Principe,2019,10158.481633186,1.876146789,1.52840326719874
Sao Tome and Principe,2020,9970.682534383,1.876146789,1.86599449843616
Sao Tome and Principe,2021,9771.096379764,1.876146789,2.02203616729568
Saudi Arabia,2015,73.28278287,948.875,1.92462213676111
Saudi Arabia,2016,71.82130142,929.583333333,2.014458627481
Saudi Arabia,2017,70.189554496,955.958333333,2.29816056079707
Saudi Arabia,2018,68.53592109,974.166666667,2.38415003117342
Saudi Arabia,2019,66.987907175,974.166666667,2.28458901092139
Saudi Arabia,2020,66.672024505,974.166666667,0.472667096302666
Saudi Arabia,2021,66.758652672,974.166666667,-0.129847471045763
Senegal,2015,2714.510216889,12.98536654,2.72463609047466
Senegal,2016,2641.791032635,13.075988323,2.7154429589038
Senegal,2017,2570.954755748,13.155802871,2.7179778377713
Senegal,2018,2502.101296386,16.086124402,2.71464328183934
Senegal,2019,2435.506116858,16.276448698,2.69763115886709
Senegal,2020,2370.997534698,16.276448698,2.68438184925041
Senegal,2021,2309.097976384,16.276448698,2.64538054494311
Serbia,2015,21570.594624959,5.284571171,-0.494772574469842
Serbia,2016,21646.038427991,5.304857433,-0.523694463062603
Serbia,2017,21728.413584679,6.059957173,-0.532191341024444
Serbia,2018,21819.205151377,6.263383298,-0.546351968633598
Serbia,2019,21915.791476243,6.331567677,-0.536610017822353
Serbia,2020,22044.018725184,5.990082272,-0.666107601320794
Serbia,2021,22229.016705887,5.692550434,-0.943688169512831
Sierra Leone,2015,21873.542760657,0.495794393,2.40868716120881
Sierra Leone,2016,21350.661530231,0.495794393,2.4195089151865
Sierra Leone,2017,20839.940788518,0.495794393,2.42113485779471
Sierra Leone,2018,20352.917037312,0.495794393,2.36471306664028
Sierra Leone,2019,19883.611281365,0.495794393,2.33284062492806
Sierra Leone,2020,19431.695767655,0.495794393,2.29903034010859
Sierra Leone,2021,19000.92878915,0.495794393,2.24176737112654
Singapore,2015,106.194351947,84.583333333,1.18637693749822
Singapore,2016,105.043248932,84.966666667,1.29743609938602
Singapore,2017,104.085584719,83.216666667,0.0885954699924263
Singapore,2018,103.189643475,81.383333333,0.469704298714121
Singapore,2019,102.277289072,82.166666667,1.14428330688929
Singapore,2020,101.525093027,83.116666667,-0.311904961250833
Singapore,2021,100.992078855,83.116666667,-4.17033630017526
Slovenia,2015,15315.768176842,6.064908722,0.075190689011533
Slovenia,2016,15248.65790758,5.999323868,0.0731972072415279
Slovenia,2017,15187.820006939,6.29749831,0.0651590392490152
Slovenia,2018,15133.499594477,6.497633536,0.362584395134764
Slovenia,2019,15083.527339899,6.382691007,0.696304046333357
Slovenia,2020,15049.765281273,6.781609195,0.669754656164979
Slovenia,2021,15037.2037501,6.29479378,0.268851969969908
Somalia,2015,1068.010781242,24.527740592,3.35915033288915
Somalia,2016,1028.486486982,24.527740592,3.77095438271416
Somalia,2017,988.951926912,24.527740592,3.91978477697357
Somalia,2018,953.858304933,24.527740592,3.61305895751929
Somalia,2019,919.825045522,24.527740592,3.63316490449428
Somalia,2020,888.9149046,24.527740592,3.41819734760827
Somalia,2021,861.382920394,24.527740592,3.14623658777376
South Africa,2015,918.990923269,59.750240154,2.07401685853513
South Africa,2016,910.101567335,60.999039385,0.97200398206436
South Africa,2017,906.583756007,62.055715658,0.387278487857363
South Africa,2018,895.541103462,62.888248479,1.22553003994341
South Africa,2019,884.01796235,64.040986231,1.29507386292128
South Africa,2020,873.270700805,65.033621518,1.22317929511453
South Africa,2021,864.590846062,66.890810118,0.998920418563044
South Sudan,2015,4421.893679988,4.226075787,-0.169451605224622
South Sudan,2016,4473.118590507,4.226075787,-1.15177978960304
South Sudan,2017,4644.300092717,4.226075787,-3.75548445756917
South Sudan,2018,4761.754053191,4.226075787,-2.49754177378349
South Sudan,2019,4737.900311897,4.226075787,0.502203354157719
South Sudan,2020,4667.069637487,4.226075787,1.50626772829854
South Sudan,2021,4605.391452691,4.226075787,1.33037160015506
Spain,2015,2401.395161053,42.958418541,-0.077588861590047
Spain,2016,2399.226308689,42.564417178,0.0844301500680736
Spain,2017,2393.516939338,41.027948194,0.234587922968563
Spain,2018,2382.883773636,40.09406953,0.437982993728698
Spain,2019,2365.72786381,39.828902522,0.717715637103499
Spain,2020,2354.118198311,43.25403923,0.488502131838585
Spain,2021,2348.014248551,43.25403923,0.105799194264084
Sri Lanka,2015,2474.609823629,90.785413745,0.45678230624613
Sri Lanka,2016,2464.35391408,90.785413745,0.415306725656826
Sri Lanka,2017,2455.035992548,90.785413745,0.378824726327831
Sri Lanka,2018,2446.629420441,90.785413745,0.755904689076255
Sri Lanka,2019,2438.83692606,90.785413745,0.611875945764341
Sri Lanka,2020,2431.490117996,90.785413745,0.530626559530355
Sri Lanka,2021,2424.972699538,90.785413745,1.07544995696428
