Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,10564.547046061,6.960276338,-0.237855001984657
2016,10595.914215479,6.837651123,-0.295110604845478
2017,10624.23402082,8.180518135,-0.265860932255517
2018,10637.908309004,8.494752155,-0.126786951652838
2019,10642.874656818,7.708246977,-0.0452557101106228
2020,10666.03983171,8.070120898,-0.215067837129585
2021,10710.843678738,8.070120898,-0.413751024472153
