Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,81833.181580435,0.502166065,3.08691638355563
2016,79570.282129377,0.502166065,2.80421210921345
2017,77562.30098378,0.502166065,2.55591859788162
2018,75729.512429676,0.502166065,2.39135522463594
2019,74015.119594611,0.502166065,2.28985536531904
2020,72407.727038572,0.502166065,2.19563704311712
2021,70904.446007759,0.502166065,2.09798810279019
