Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,222.283884493,98.869812786,1.98128897562083
2016,218.163750034,103.442325943,1.9603489624817
2017,214.218912714,103.614873609,1.93872567441099
2018,210.489396124,95.936502459,1.92662286520241
2019,206.786332446,100.422741782,1.90898263957994
2020,203.254608713,110.085411095,1.76367939210866
2021,199.998674166,131.998964714,1.68190551747412
