Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1426.466860607,2.565905097,1.10491438799432
2016,1409.599080542,2.565905097,1.18953362244047
2017,1392.230872604,2.565905097,1.2397919001165
2018,1374.875626531,2.565905097,1.25441313204544
2019,1357.77386191,2.565905097,1.25167812193172
2020,1340.668115878,2.565905097,1.26784087310275
2021,1324.593877413,2.565905097,1.2062178802275
