Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,721.230168641,7.820267686,2.97234560821631
2016,700.37100987,7.820267686,2.93481128912484
2017,680.58563436,7.820267686,2.86565542084027
2018,662.000851971,7.820267686,2.76868116258088
2019,644.340998812,7.820267686,2.70387556725288
2020,627.246879633,7.820267686,2.68878766730686
2021,610.840850484,7.820267686,2.65037591522147
