Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,73.28278287,948.875,1.92462213676111
2016,71.82130142,929.583333333,2.014458627481
2017,70.189554496,955.958333333,2.29816056079707
2018,68.53592109,974.166666667,2.38415003117342
2019,66.987907175,974.166666667,2.28458901092139
2020,66.672024505,974.166666667,0.472667096302666
2021,66.758652672,974.166666667,-0.129847471045763
