Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,29257.160690079,0.335648148,0.428340361843656
2016,28751.00144224,0.335648148,1.74517542237586
2017,28218.392748393,0.335648148,1.86986089522388
2018,27675.385394463,0.335648148,1.94305862344608
2019,27066.851668278,0.335648148,2.22336107125156
2020,26389.56994359,0.335648148,2.5340939316943
2021,25837.643577586,0.335648148,2.11363722558977
