Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,3873.040979515,7.668853368,0.354975145947794
2016,3861.640314055,12.473436201,0.294793625837463
2017,3853.828689606,12.343960016,0.202492605820257
2018,3849.087873222,12.214483831,0.123091479545611
2019,3846.436795008,12.085007646,0.0688992221522009
2020,3837.349970005,11.046430785,0.236519557799568
2021,3827.499076103,12.382818879,0.257040921915097
