Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,20169.088143661,3.466465712,1.14093587780034
2016,19953.332676047,3.466465712,1.07549615845856
2017,19754.762059701,3.466465712,1.00016015852588
2018,19572.896374179,3.466465712,0.924880804854795
2019,19404.266199138,3.466465712,0.865282211615446
2020,19242.741524704,3.466465712,0.835902308961215
2021,19085.12639967,3.466465712,0.822461681539278
