Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,6449.933315813,2.835497836,3.19189626183661
2016,6250.089084643,2.835497836,3.14740749310829
2017,6058.484960216,2.835497836,3.11359549302693
2018,5875.792145647,2.835497836,3.06188780166712
2019,5701.701865517,2.835497836,3.00761810683645
2020,5536.854290124,2.835497836,2.9338181351684
2021,5381.77616587,2.835497836,2.84080597789489
