Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,6812.830845247,28.268210323,1.755472385901
2016,6708.52108754,28.268210323,1.54292008005404
2017,6607.761203634,28.268210323,1.51336243484312
2018,6510.308318375,28.268210323,1.48580822686323
2019,6415.773352556,28.268210323,1.46272712419968
2020,6319.255074058,28.268210323,1.51582114075127
2021,6219.046710605,28.268210323,1.59847001383189
