Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,8087.695504486,1.751486326,3.04301971715626
2016,7838.537536142,1.751486326,3.12915549916881
2017,7599.028626426,1.751486326,3.1031851393148
2018,7378.36120718,1.751486326,2.94688715052533
2019,7168.42446054,1.751486326,2.88656653514774
2020,6963.189935134,1.751486326,2.90481965930954
2021,6768.074093546,1.751486326,2.84211234895462
