Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,19439.191370926,1.25704142,2.54927671891363
2016,18942.275092962,1.29443787,2.58950004128743
2017,18462.862157006,1.331834319,2.56349381271807
2018,18000.991488239,1.369230769,2.53344244221774
2019,17549.937142493,1.369230769,2.5376470778001
2020,17114.530971356,1.369230769,2.51225012110646
2021,16701.268838255,1.369230769,2.44431721949133
