Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,20654.707199375,3.707277845,1.43921665259925
2016,20334.190772154,4.271411339,1.56194049810399
2017,20007.861625629,4.84866963,1.64682779735017
2018,19696.363738994,4.957780458,1.49599671041328
2019,19402.796132218,4.246079614,1.47749071058438
2020,19166.303954753,3.486127865,1.23342825131378
2021,18980.684029132,4.599919582,0.14089508329287
