Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,8266.512358436,2.752703677,-0.940753796646208
2016,8351.305684035,2.219899063,-1.27069453298857
2017,8435.331990566,1.867339582,-1.39832220092102
2018,8518.396955907,1.834102379,-0.954190459209969
2019,8599.258077072,1.834102379,-0.264704354944785
2020,8687.120758425,1.834102379,0.0267667582795671
2021,8791.915456941,1.834102379,0.212805429536827
