Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1169.838466259,120.790135574,1.29655172364692
2016,1155.837419197,122.550763757,1.20405567252781
2017,1140.587824673,122.673455616,1.32813543357738
2018,1123.189090262,118.238144899,1.5371724033626
2019,1105.272850128,108.649776087,1.6079813474837
2020,1086.283187486,116.305748114,1.73302782045863
2021,1066.541668674,162.069811668,1.83406208240793
