Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,287.683892938,87.5,0.212392263810218
2016,287.099541,87.5,0.203329499651748
2017,286.546293345,87.5,0.192888292188534
2018,286.033008209,87.5,0.179288797746607
2019,285.530730245,87.5,0.175755759089405
2020,285.008888715,87.5,0.182929163306018
2021,284.495021337,87.5,0.180461453548187
