Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,61207.6186977,5.626775943,1.17223066396866
2016,60380.090065201,6.069599374,1.36122543775229
2017,59477.016110431,6.512422805,1.50694618507609
2018,58371.732356757,6.955246237,1.87582164020533
2019,57267.569236622,7.181445604,1.90972560807882
2020,56442.3891891,7.181445604,1.45140240084226
2021,55754.819501113,7.181445604,1.22566025209601
