Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,62766.775386657,1.835399711,1.4220035710818
2016,61878.701659508,1.835399711,1.42498352233719
2017,61014.217192172,1.835399711,1.40691381584073
2018,60181.632845635,1.835399711,1.37397022115058
2019,59382.611952847,1.835399711,1.33657480808218
2020,58587.077966276,1.835399711,1.34872957032065
2021,57843.321376432,1.835399711,1.27761600231743
