Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,3379.150076644,36.74364532,-0.106124993746747
2016,3385.990552283,36.643678161,-0.0511374152133631
2017,3394.849265219,36.459770115,-0.081874296046114
2018,3405.782349946,36.367816092,-0.126880068088791
2019,3418.350166363,36.045977011,-0.140464977878172
2020,3433.277340838,36.045977011,-0.294194617750067
2021,3450.696330457,36.045977011,-0.459952415807642
