Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,7467.125113418,17.304221642,-0.414141101993213
2016,7490.743270453,17.170182841,-0.315459016997883
2017,7509.073463769,12.379887482,-0.243889410358812
2018,7521.986504157,12.315712276,-0.160104021146769
2019,7521.922175705,12.315712276,0.0237334946497115
2020,7515.882399551,12.315712276,0.10511412524675
2021,7521.790598209,12.315712276,0.626850165433157
