Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,655.262005766,26.545754328,2.20032211952888
2016,640.989905557,33.239901072,2.20214556198549
2017,627.194452774,33.239901072,2.17570842690355
2018,614.573962915,33.239901072,2.03273400450275
2019,602.534373408,33.239901072,1.97845694844255
2020,590.546107032,33.239901072,2.00970011079671
2021,579.183933234,33.239901072,1.94276128252757
