Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,21570.594624959,5.284571171,-0.494772574469842
2016,21646.038427991,5.304857433,-0.523694463062603
2017,21728.413584679,6.059957173,-0.532191341024444
2018,21819.205151377,6.263383298,-0.546351968633598
2019,21915.791476243,6.331567677,-0.536610017822353
2020,22044.018725184,5.990082272,-0.666107601320794
2021,22229.016705887,5.692550434,-0.943688169512831
