Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,5275.934015415,1.871883289,3.61767751762095
2016,5090.080359472,1.871883289,3.58621100683242
2017,4912.503805204,1.871883289,3.5509866361995
2018,4745.226578654,1.871883289,3.46445698360985
2019,4586.81738792,1.871883289,3.39527779197097
2020,4439.327584264,1.871883289,3.26834840458456
2021,4300.978785683,1.871883289,3.16602986153025
