Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,2190.115826139,11.175115207,0.49767257206961
2016,2173.663048649,11.175115207,0.754064581294597
2017,2153.413093517,11.175115207,0.935971649156141
2018,2123.136704462,11.175115207,1.41594960093608
2019,2090.706061304,11.175115207,1.53927354632927
2020,2057.162976803,11.175115207,1.61739994313834
2021,2020.544085703,11.175115207,1.7961013366299
