Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1691.662869326,7.344283276,3.82885938381233
2016,1627.493464574,7.453924915,3.86709120542471
2017,1566.387072325,6.746113481,3.82693398223338
2018,1508.168159022,10.373340444,3.78759649907003
2019,1452.434807538,11.020937713,3.76544488542259
2020,1399.297491017,11.020937713,3.72710072523223
2021,1348.369494584,11.020937713,3.70742378461307
