Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,22682.797700697,5.801501397,0.802515042929721
2016,22504.280929738,5.801501397,0.790127200535222
2017,22333.850676196,5.801501397,0.760205959612812
2018,22173.692506898,5.801501397,0.719693108790769
2019,22017.257397086,5.801501397,0.70799909760206
2020,21859.417700902,5.801501397,0.71947282559554
2021,21707.092765609,5.801501397,0.699278204168444
