Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,50605.116112587,9.786096257,0.328384512874787
2016,50442.824727881,9.786096257,0.32121688556848
2017,50318.508561744,9.786096257,0.24675383930737
2018,50247.414534167,9.786096257,0.141387931879728
2019,50227.379522105,9.786096257,0.0398806735871464
2020,50217.463195732,9.786096257,0.0197448194187447
2021,50258.882863531,9.786096257,-0.0824466091158564
