Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,6239.615370767,23.013935183,0.475496516958531
2016,6211.987057324,23.013935183,0.443771939293856
2017,6186.475645743,23.013935183,0.411525980201064
2018,6166.505749749,23.013935183,0.323321354607029
2019,6150.943200953,23.013935183,0.252691237274251
2020,6136.494233898,23.013935183,0.235182865291138
2021,6125.743621575,23.013935183,0.175345074912752
