Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,13560.870522579,11.261506276,2.58818714317603
2016,13214.680404131,11.261506276,2.58601148442291
2017,12877.565835887,11.261506276,2.58416485189804
2018,12552.827569108,11.261506276,2.55407704067255
2019,12239.798055681,11.261506276,2.52531662828285
2020,11939.694833446,11.261506276,2.48242289292055
2021,11654.587223052,11.261506276,2.41686937370051
