Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,4649.069727456,26.413940691,1.66983002094225
2016,4567.330489536,26.630999694,1.77382446993613
2017,4487.602837893,28.062146133,1.76102262001195
2018,4411.947457924,28.174200792,1.70024776555145
2019,4339.522658306,26.289976759,1.65518369204871
2020,4269.505559257,26.743280092,1.62663290469171
2021,4206.169831193,27.208915784,1.49455716704944
