Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1992.797491767,43.221688261,0.581456146657648
2016,1981.253814233,44.11416719,0.573050906069647
2017,1969.583240224,43.544499788,0.605245013482969
2018,1960.221356697,43.302756314,0.467672053461959
2019,1953.650423385,43.975402054,0.354740890170827
2020,1949.457387437,41.518528797,0.238040870229883
2021,1948.112126585,41.518528797,0.0892522000412526
