Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1249.548879597,24.330900243,0.196588748472653
2016,1249.098677941,24.860097324,0.192048415842684
2017,1248.658167245,24.787104623,0.265642663548985
2018,1248.268442834,24.178832117,0.334427262299794
2019,1247.998575668,22.901459854,0.393788864202175
2020,1248.699903988,20.772506083,0.243222682211879
2021,1251.099945189,20.513990268,-1.81187141002542
