Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,2914.114479277,41.609875083,-0.638069468160719
2016,2939.562998768,42.05041023,-0.701382097841331
2017,2965.570974049,41.821272821,-0.730443175298289
2018,2992.652826561,40.099046493,-0.722080405222853
2019,3020.191897038,40.076871905,-0.703905641117455
2020,3051.936654404,37.519402764,-0.60024151846542
2021,3093.291942279,37.519402764,-0.814846471528947
