Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,7613.094014648,8.311832662,0.538270619899636
2016,7544.546021838,8.311832662,0.90447404681918
2017,7458.284170278,8.311832662,1.14995372279388
2018,7373.702024983,8.311832662,1.1405493652354
2019,7290.38512656,8.311832662,1.13635160669166
2020,7162.174911964,8.311832662,1.77426805557613
2021,6998.504311089,8.311832662,2.31172371212952
