Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1680.954782316,7.05,0.850810358697201
2016,1667.139022723,7.05,0.825295754248069
2017,1653.97242828,7.05,0.792907050535382
2018,1641.523990873,7.05,0.755485367413198
2019,1629.673087579,7.05,0.724563813014991
2020,1617.298626105,7.05,0.762219229220411
2021,1605.007623786,7.05,0.762873605069601
