Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
2015,1876.373179239,40.890083608,0.865702643950251
2016,1870.488744012,33.50191886,0.807218538573871
2017,1863.856783956,38.032351974,0.373724559895838
2018,1857.733871565,36.898484101,0.300526701992065
2019,1852.115972142,35.351657072,0.22551987421288
2020,1848.096367137,35.351657072,0.0816931586494595
2021,1846.333410839,35.351657072,0.0423270572552137
